Index,Marka Kodu,Tip Kodu,Marka Adı,Tip Adı
2655,21,2027,BMW,X1 XDRIVE25e 1.5 245 X-LINE
2656,21,2028,BMW,Z4 SDRIVE20i (197)
2657,25,100,BUICK,ENCLAVE 3.6 4x4
2658,25,101,BUICK,LACROSSE 3.8 DIESEL CX
2659,25,1002,BUICK,ENCORE GX 1.3
2660,25,1101,BUICK,BUICK LACROSSE CX 3.8
2661,27,381,BMC,LEVENT KASALI K.NET MDT 3.0
2662,27,390,BMC,CEKICI PRO 827 4x2
2663,27,396,BMC,KAMYON PRO 518 (4x2)
2664,27,397,BMC,KAMYON PRO 827 (8x2)
2665,27,398,BMC,CEKICI PRO 832 (4x2)
2666,27,399,BMC,CEKICI PRO 832 (6x4)
2667,27,400,BMC,KAMYON PRO 832 (6x4) DAMPER SASI
2668,27,401,BMC,KAMYON PRO 832(6x4) TRANSMIKSER SASI
2669,27,402,BMC,MIDIBUS LEVENT 18+1 3.0
2670,27,404,BMC,KAMYON PRO 827 (6x2) YKT
2671,27,405,BMC,KAMYON PRO 624 (6x2) YHT
2672,27,406,BMC,KAMYON PRO 624 (6x2) LDT
2673,27,407,BMC,KAMYON PRO 522 (6x2) LHT
2674,27,408,BMC,KAMYON PRO 522 (4x2) LHX
2675,27,409,BMC,KAMYON FATIH 280-26 (6x4) SDB
2676,27,410,BMC,KAMYON FATIH 280-26 (6x2) SHT
2677,27,411,BMC,KAMYON FATIH 280-26 (6x2) SDT
2678,27,412,BMC,KAMYON FATIH 180-25 (6x2) SHT
2679,27,413,BMC,KAMYON FATIH 180-25 (6x2) SDT
2680,27,414,BMC,KAMYON FATIH 180-25 (4x2)
2681,27,415,BMC,LEVENT KAMYONET 60 KASALI K.NET KSK
2682,27,416,BMC,LEVENT KAMYONET 60 KZK
2683,27,417,BMC,LEVENT KAMYONET CIFT SIRALI 60 CSK
2684,27,419,BMC,OTOBUS 850 TBX PROBUS
2685,27,420,BMC,OTOBUS PROBUS 215 SCB
2686,27,421,BMC,OTOBUS BELDE 220 CB
2687,27,422,BMC,LEVENT KAMYONET MDS 3.0
2688,27,423,BMC,MEGASTAR 290 V PANELVAN
2689,27,424,BMC,MEGASTAR 290 V KOMBI
2690,27,425,BMC,MEGASTAR 290 V KOMBI VAN
2691,27,426,BMC,MEGASTAR 290 M MINIBUS (9+1)
2692,27,427,BMC,MEGASTAR 290 M MINIBUS (12+1)
2693,27,428,BMC,MEGASTAR 360 P KASASIZ KAMYONET
2694,27,429,BMC,MEGASTAR 360 P KASALI KAMYONET
2695,27,430,BMC,MEGASTAR 360 PC CIFT SIRALI KASALI K.NET
2696,27,431,BMC,MEGASTAR 310 P KASASIZ KAMYONET
2697,27,432,BMC,MEGASTAR 310 P KASALI KAMYONET
2698,27,433,BMC,MEGASTAR 310 PC CIFT SIRALI KASALI K.NET
2699,27,437,BMC,KAMYON PRO 827 (6x2) LDT
2700,27,438,BMC,KAMYON PRO 624 (6x2) YHZ
2701,27,439,BMC,BELDE 300 SLF DD CIFT KATLI OTOBUS
2702,27,440,BMC,LEVENT 100 KASASIZ KAMYONET KZK
2703,27,441,BMC,LEVENT 100 DUZ KASALI KAMYONET KSK
2704,27,442,BMC,LEVENT 100 CIFT SIRALI  KAMYONET CSK
2705,27,443,BMC,MEGASTAR 290 V VIP (5+1)
2706,27,444,BMC,MEGASTAR 290 V VIP LUX (5+1)
2707,27,445,BMC,MEGASTAR 290 V VIP DELUX (5+1)
2708,27,446,BMC,LEVENT MINIBUS XL (14+1)
2709,27,447,BMC,LEVENT MINIBUS XL (14+1) CIFT LASTIK
2710,27,450,BMC,CEKICI PRO 827 (4x2) ZCX
2711,27,451,BMC,CEKICI PRO 827 (4x2) ZCX HAVA SUSPANSIY.
2712,27,452,BMC,KAMYON PRO 827 (6x4) FDB
2713,27,453,BMC,KAMYON PRO 827 (6x4) FTB
2714,27,454,BMC,KAMYON PRO 827 (6x2) ZKT
2715,27,455,BMC,MEGASTAR 360 M MINIBUS (14+1)
2716,27,456,BMC,OTOBUS BELDE 260 CB
2717,27,457,BMC,MEGASTAR 400 PDS CIFT LASTIK KAMYONET
2718,27,458,BMC,CEKICI PRO 1142 (4x2)
2719,27,459,BMC,KAMYON PRO 935 (6x4) FDB
2720,27,460,BMC,KAMYON PRO 935 (6x4) FTB
2721,27,461,BMC,KAMYON PRO 935 (8x4) FDE
2722,27,462,BMC,KAMYON PRO 935 (8x4) FTE
2723,27,463,BMC,KAMYON PRO 935 (8x2) DHF
2724,27,464,BMC,KAMYON PRO 827 (6x2) DKT
2725,27,465,BMC,KAMYON PRO 625 (6x2) DHT
2726,27,466,BMC,KAMYON PRO 625 (4x2) DHX
2727,27,467,BMC,KAMYON PRO 625 (6x2) DHZ
2728,27,468,BMC,KAMYON PRO 625 (6x2) LDT
2729,27,469,BMC,LEVENT MIDIBUS XL (17+1)
2730,27,470,BMC,LEVENT MIDIBUS XL (17+1) CIFT LASTIK
2731,27,471,BMC,MEGASTAR 360 V PANELVAN
2732,27,472,BMC,MEGASTAR 360 VH PANELVAN
2733,27,473,BMC,OTOBUS MIDILUX C
2734,27,474,BMC,OTOBUS MIDILUX S
2735,27,475,BMC,OTOBUS PROBUS 180 SCB
2736,27,476,BMC,MEGASTAR 400 PDM (17+1)
2737,27,477,BMC,MEGASTAR 400 VH PANELVAN
2738,27,478,BMC,KAMYON PRO 935 (6x2)
2739,27,479,BMC,MEGASTAR 400 PDM (14+1)
2740,27,481,BMC,BELDE 280 CB CNG OTOBUS
2741,27,482,BMC,OTOBUS HAWK
2742,27,483,BMC,OTOBUS PROCITY 340 K KORUKLU
2743,27,484,BMC,CEKICI PRO 1144 4x2 EURO4
2744,27,485,BMC,CEKICI PRO 1144 6x4 EURO4
2745,27,486,BMC,CEKICI PRO 827 4x2 EURO4
2746,27,487,BMC,KAMYON PRO 940 8x2 EURO4
2747,27,488,BMC,KAMYON PRO 940 6x2 ROMORK CEKER EURO4
2748,27,489,BMC,KAMYON PRO 940 6x4 EURO4
2749,27,490,BMC,KAMYON PRO 938 8x2 EURO4
2750,27,491,BMC,KAMYON PRO 827 8x2 EURO4
2751,27,492,BMC,KAMYON PRO 827 6x2 ROMORK CEKER EURO4
2752,27,493,BMC,KAMYON PRO 625 6x2 10 LASTIK EURO4
2753,27,494,BMC,KAMYON PRO 625 6x2 EURO4 8 LASTIK
2754,27,495,BMC,KAMYON PRO 625 4x2 EURO4
2755,27,496,BMC,KAMYON PRO 940 6x2 EURO4
2756,27,497,BMC,KAMYON PRO 827 6x2 EURO4
2757,27,498,BMC,KAMYON PRO 827 4x2 EURO4
2758,27,499,BMC,KAMYON PRO 827 4x2 CIFT SIRALI EURO4
2759,27,500,BMC,KAMYON PRO 625 6x2 EURO4
2760,27,501,BMC,KAMYON PRO 625 4x2  CIFT SIRALI EURO4
2761,27,502,BMC,KAMYON PRO 522 6x2 EURO4
2762,27,503,BMC,KAMYON PRO 522 4x2 EURO4
2763,27,504,BMC,KAMYON FATIH 180 6x2 EURO4
2764,27,505,BMC,KAMYON FATIH 180 4x2 EURO4
2765,27,506,BMC,BELDE 250 CB OTOBUS
2766,27,507,BMC,OTOBUS PROCITY 285 EURO5
2767,27,508,BMC,BELDE 285 CB OTOBUS
2768,27,509,BMC,KAMYON 415 (4X2) EURO4
2769,27,1001,BMC,KAMYON PRO 940 6x4 DAMPER SASI EURO5
2770,27,1002,BMC,KAMYON PRO 940 8x2 EURO5
2771,27,1003,BMC,KAMYON PRO 940 6x2 ROMORK CEKER EURO5
2772,27,1004,BMC,KAMYON PRO 827 8x2  EURO5
2773,27,1005,BMC,KAMYON PRO 827 6x2 ROMORK CEKER EURO5
2774,27,1006,BMC,KAMYON PRO 940 C 6x2  EURO5
2775,27,1007,BMC,KAMYON PRO 827 6x2  EURO5
2776,27,1008,BMC,KAMYON PRO 827 C 6x2  EURO5
2777,27,1009,BMC,KAMYON PRO 625 6x2 EURO5
2778,27,1010,BMC,KAMYON PRO 625 4x2  EURO5
2779,27,1011,BMC,KAMYON PRO 625 6x2 DAMPER SASI EURO5
2780,27,1012,BMC,KAMYON PRO 522 6x2 EURO5
2781,27,1013,BMC,KAMYON PRO 522 4x2 EURO5
2782,27,1014,BMC,CEKICI PRO 1144 (4x2) EURO5
2783,27,1015,BMC,CEKICI PRO 1144 (6x4) EURO5
2784,27,1016,BMC,CEKICI PRO 827 (8x2) EURO5
2785,27,1017,BMC,BELDE SB OTOBUS
2786,27,1018,BMC,KAMYON PRO 827 4x2 EURO5
2787,27,1019,BMC,KAMYON PRO 827 4x2 CIFT SIRA SURUCU KABINLI
2788,27,1020,BMC,KAMYON PRO 625 4x2 CIFTSIRA SURUCU KABINLI E5
2789,27,1021,BMC,KAMYON PRO 522 4x2 CIFTSIRA SURUCU KABINLI E5
2790,27,1022,BMC,KAMYON FATIH 180 4x2 SDX E4
2791,27,1023,BMC,KAMYON PRO 940 8x4 DAMPER SASI
2792,27,1024,BMC,OTOBUS PROCITY (12M) HALK TIPI
2793,27,1025,BMC,OTOBUS PROCITY (12M) BELEDIYE TIPI
2794,27,1026,BMC,OTOBUS PROBUS LE (9M) BELEDIYE TIPI
2795,27,1027,BMC,CEKICI PRO 1144 ACX 4x2 E5
2796,27,1028,BMC,KAMYON PRO 940 EDB 6x4 E5
2797,27,1029,BMC,KAMYON PRO 940 EDE 8x4 E5
2798,27,1030,BMC,KAMYON PRO 827 DHF 8x2 12 LASTIK E5
2799,27,1031,BMC,KAMYON PRO 625 DHT 6x2 10 LASTIK E5
2800,27,1032,BMC,KAMYON PRO 625 DHX 4x2 6 LASTIK E5
2801,27,1033,BMC,KAMYON 415 4x2 6 LASTIK E5
2802,27,1034,BMC,KAMYON PRO 522 HHX 4x2
2803,27,1035,BMC,OTOBUS PROCITY (12M) HALK E6
2804,27,1036,BMC,OTOBUS PROCITY (12M) BELEDIYE E6
2805,27,1037,BMC,OTOBUS PROBUS LE (9M) E6
2806,27,1038,BMC,OTOBUS PROCITY (12M) CNG E6
2807,27,1039,BMC,OTOBUS PROCITY TR (12M) BELEDIYE E6
2808,27,1040,BMC,OTOBUS (10M) BELEDIYE E6
2809,27,1041,BMC,OTOBUS (8.5M) BELEDIYE E6
2810,27,1042,BMC,OTOBUS NEOCITY (10M) E6
2811,27,1043,BMC,OTOBUS NEOCITY (8.5M) HALK E6
2812,27,1044,BMC,OTOBUS NEOCITY (8.5M) E6
2813,27,1045,BMC,OTOBUS PROCITY TR (18M)
2814,27,1046,BMC,KAMYON 415 4x2 E6
2815,27,1047,BMC,CEKICI TUGRA 1846 4x2 HE FULL
2816,27,1048,BMC,CEKICI TUGRA 1846 4x2 HE MAN
2817,27,1049,BMC,KAMYON TUGRA 3232 8x2 UZUN SASI
2818,27,1050,BMC,KAMYON TUGRA 1829 4x2 ALCAK TAVAN
2819,27,1051,BMC,KAMYON TUGRA 2532  6x2 STD TAVAN YATAKLI
2820,27,1052,BMC,KAMYON TUGRA 3540 6x4 400 MANUEL ALCAK TAVAN
2821,27,1053,BMC,KAMYON TUGRA4340 8x4 ALCAK TAVAN YATAKSIZ
2822,27,1054,BMC,OTOBUS PROCITY (10.6) BELEDIYE
2823,27,1055,BMC,CEKICI TUGRA 1846 4x2 ESSENTIAL OTOMATIK
2824,27,1056,BMC,CEKICI TUGRA 1846 4x2 ELEGANCE OTOMATIK
2825,27,1057,BMC,CEKICI TUGRA 1846 4x2 ELEGANCE PLUS OTOMATIK
2826,27,1058,BMC,KAMYON TUGRA 4340 DXD 8x4 INSAAT
2827,27,1059,BMC,KAMYON TUGRA 3540 DXD 6x4 INSAAT
2828,27,1060,BMC,KAMYON TUGRA 3232 BD 8x2 KAMYON
2829,27,1061,BMC,KAMYON TUGRA 2532 WBD 6x2 INSAAT
2830,27,1062,BMC,KAMYON TUGRA 3232 BL 8x2 YOL
2831,27,1063,BMC,KAMYON TUGRA 2532 BL 6x2 YOL
2832,27,1064,BMC,KAMYON TUGRA 2532 WBL 6x2 YOL
2833,27,1065,BMC,KAMYON TUGRA 1832 L 4x2
2834,27,1066,BMC,KAMYON TUGRA 1832 S 4x2
2835,27,1067,BMC,OTOBUS PROCITY TR (18M) CNG
2836,27,1068,BMC,KAMYON 417 4x2 9T HAFIF
2837,30,1101,DAEWOO,LACETTI 1.6 16V
2838,31,17,CADILLAC,ESCALADE 6.2
2839,31,18,CADILLAC,STS 4.6
2840,31,20,CADILLAC,BLS 1.9 D
2841,31,21,CADILLAC,DTS 4.6
2842,31,22,CADILLAC,ESCALADE 6.0 HYBRID
2843,31,1005,CADILLAC,CTS V6 3.6 4x4
2844,31,1007,CADILLAC,CTS V V8 6.2
2845,31,1009,CADILLAC,CTS 2.0
2846,31,1010,CADILLAC,CT6 2.0
2847,31,1012,CADILLAC,XT5 3.6
2848,31,1013,CADILLAC,SRX 2.8
2849,31,1014,CADILLAC,ESCALADE 6.2 V8 10AT
2850,31,1015,CADILLAC,ESCALADE 3.0 DIZEL
2851,31,1016,CADILLAC,CT6 3.0
2852,31,1017,CADILLAC,CADILLAC SRX 3.6 (308)
2853,31,1018,CADILLAC,ESCALADE 6.2 V8 10AT PLATINUM
2854,31,1019,CADILLAC,CTS 3.6 (311)
2855,32,111,CHEVROLET,TRAILBLAZER 4.2
2856,32,112,CHEVROLET,EQUINOX 3.4
2857,32,113,CHEVROLET,CORVETTE COUPE 6.0
2858,32,114,CHEVROLET,HHR 2.4
2859,32,116,CHEVROLET,TAHOE 5.3
2860,32,118,CHEVROLET,SUBURBAN LTZ 5.3
2861,32,119,CHEVROLET,TAHOE 6.0 HYBRID
2862,32,120,CHEVROLET,CAMARO 2LT V6 3.6
2863,32,129,CHEVROLET,LACETTI NB 1.6 SX 16V
2864,32,131,CHEVROLET,EVANDA 2.0 CDX 16V
2865,32,132,CHEVROLET,LACETTI HB 1.4 SE 16V
2866,32,133,CHEVROLET,LACETTI HB 1.6 SX 16V
2867,32,134,CHEVROLET,LACETTI NB 1.4 SE 16V
2868,32,136,CHEVROLET,EVANDA 2.0 CDX 16V OV
2869,32,138,CHEVROLET,LACETTI SW 1.6 16V SX
2870,32,139,CHEVROLET,REZZO 1.6 16V SX COMFORT SPECIAL EDITION
2871,32,140,CHEVROLET,LACETTI HB 1.6 16V CDX
2872,32,141,CHEVROLET,LACETTI HB 1.6 16V CDX OV
2873,32,142,CHEVROLET,LACETTI HB 1.4 16V SX
2874,32,143,CHEVROLET,LACETTI HB 1.6 16V SX OV
2875,32,145,CHEVROLET,LACETTI NB 1.6 16V CDX
2876,32,146,CHEVROLET,LACETTI NB 1.6 16V CDX OV
2877,32,147,CHEVROLET,LACETTI NB 1.6 16V SX OV
2878,32,148,CHEVROLET,LACETTI NB 1.6 16V SE
2879,32,149,CHEVROLET,LACETTI SW 1.6 16V SE
2880,32,152,CHEVROLET,SPARK 0.8 S
2881,32,153,CHEVROLET,SPARK 0.8 SE
2882,32,154,CHEVROLET,SPARK 1.0 SE
2883,32,155,CHEVROLET,SPARK 1.0 SX
2884,32,157,CHEVROLET,AVEO NB 1.2  S
2885,32,158,CHEVROLET,AVEO NB 1.2 SE
2886,32,159,CHEVROLET,AVEO NB 1.4 16V S
2887,32,160,CHEVROLET,AVEO NB 1.4 16V SE
2888,32,161,CHEVROLET,AVEO NB 1.4 16V SX
2889,32,162,CHEVROLET,AVEO NB 1.4 16V SX OV
2890,32,163,CHEVROLET,AVEO SPORT 1.2 SE
2891,32,164,CHEVROLET,AVEO SPORT 1.4 16V SE
2892,32,165,CHEVROLET,AVEO SPORT 1.4 16V SE OV
2893,32,166,CHEVROLET,AVEO HB 1.2 S
2894,32,167,CHEVROLET,AVEO HB 1.2 SE
2895,32,168,CHEVROLET,AVEO HB 1.4 16V SX
2896,32,169,CHEVROLET,AVEO HB 1.4 16V SX OV
2897,32,170,CHEVROLET,SPARK 0.80 SE OV
2898,32,171,CHEVROLET,CAPTIVA 2.0 16V DIESEL MEDIUM OV 5K
2899,32,172,CHEVROLET,CAPTIVA 2.0 16V DIESEL MEDIUM OV 7K
2900,32,173,CHEVROLET,CAPTIVA 2.0 16V DIESEL HIGH OV 5K
2901,32,174,CHEVROLET,CAPTIVA 2.0 16V DIESEL HIGH OV 7K
2902,32,175,CHEVROLET,EPICA 2.0 24V V6 LT
2903,32,176,CHEVROLET,EPICA 2.0 24V V6 LT OV
2904,32,177,CHEVROLET,AVEO HB 1.4 SE 16V
2905,32,179,CHEVROLET,EPICA 2.0 16V DIZEL LT
2906,32,180,CHEVROLET,AVEO HB 1.4 16V SE OV
2907,32,182,CHEVROLET,CAPTIVA 2.0 16V DIESEL SPORT OV 7K
2908,32,183,CHEVROLET,LACETTI HB 1.6 WTCC
2909,32,184,CHEVROLET,LACETTI SEDAN 1.6 16V WTCC
2910,32,185,CHEVROLET,LACETTI SEDAN 1.6 16V WTCC OV
2911,32,186,CHEVROLET,CRUZE 1.6 16V
2912,32,187,CHEVROLET,CRUZE 1.6 16V LS
2913,32,188,CHEVROLET,CRUZE 1.6 16V LS OV
2914,32,189,CHEVROLET,AVEO NB 1.4 16V SE OV
2915,32,190,CHEVROLET,SPARK 1.0 16V
2916,32,191,CHEVROLET,SPARK 1.2 16V LS
2917,32,192,CHEVROLET,SPARK 1.2 16V LT
2918,32,193,CHEVROLET,CRUZE 1.6 16V (124)
2919,32,194,CHEVROLET,CRUZE 1.6 16V LS (124)
2920,32,195,CHEVROLET,CRUZE 1.6 16V LS OV (124)
2921,32,196,CHEVROLET,CRUZE 1.6 16V LS PLUS (124)
2922,32,197,CHEVROLET,CRUZE 1.6 16V LS PLUS OV (124)
2923,32,198,CHEVROLET,CRUZE SEDAN 1.6 16V DESIGN EDITION (124)
2924,32,199,CHEVROLET,CRUZE SEDAN 1.6 16V DESIGNEDITION OV 124
2925,32,200,CHEVROLET,CRUZE SEDAN 1.6 16V DESIGN EDITION PLUS
2926,32,201,CHEVROLET,CRUZE SEDAN 1.6 16V DESIGNEDITIONPLUS OV
2927,32,202,CHEVROLET,CRUZE HB 1.6 16V LS (124)
2928,32,203,CHEVROLET,CRUZE HB 1.6 16V LT (124)
2929,32,204,CHEVROLET,CRUZE HB 1.6 16V LT OV (124)
2930,32,205,CHEVROLET,CRUZE HB 1.6 16V LT PLUS (124)
2931,32,206,CHEVROLET,CRUZE HB 1.6 16V LT PLUS OV (124)
2932,32,207,CHEVROLET,AVEO HB 1.2 16V LS
2933,32,208,CHEVROLET,AVEO HB 1.4 16V LT
2934,32,209,CHEVROLET,AVEO HB 1.4 16V LT OV
2935,32,210,CHEVROLET,AVEO HB 1.4 16V LTZ
2936,32,211,CHEVROLET,AVEO HB 1.416V LTZ OV
2937,32,212,CHEVROLET,AVEO SEDAN 1.2 16V LS
2938,32,213,CHEVROLET,AVEO SEDAN 1.4 16V LT
2939,32,214,CHEVROLET,AVEO SEDAN 1.4 16V LT OV
2940,32,215,CHEVROLET,AVEO SEDAN 1.4 16V LTZ
2941,32,216,CHEVROLET,AVEO SEDAN 1.4 16V LTZ OV
2942,32,1001,CHEVROLET,CRUZE HB 1.6 16V WTCC EDITION (124)
2943,32,1002,CHEVROLET,CRUZE HB 1.6 16V WTCC EDITION OV (124)
2944,32,1003,CHEVROLET,CRUZE HB 1.6 16V WTCC EDITION PLUS 124
2945,32,1004,CHEVROLET,CRUZE HB 1.6 16V WTCC EDITION PLUS OV
2946,32,1005,CHEVROLET,CRUZE SEDAN 1.6 16V LT (124)
2947,32,1006,CHEVROLET,CRUZE SEDAN 1.6 16V LT OV (124)
2948,32,1007,CHEVROLET,CRUZE SEDAN 1.6 16V LT PLUS (124)
2949,32,1008,CHEVROLET,CRUZE SEDAN 1.6 16V LT PLUS OV (124)
2950,32,1009,CHEVROLET,CRUZE SEDAN 1.6 16V WTCC EDITION (124)
2951,32,1010,CHEVROLET,CRUZE SEDAN 1.6 16V WTCC EDITION OV 124
2952,32,1011,CHEVROLET,CRUZE SEDAN 1.6 16V WTCC EDITIONPLUS 124
2953,32,1012,CHEVROLET,CRUZE SEDAN 1.6 16V WTCC EDITION PLUS OV
2954,32,1013,CHEVROLET,AVEO HB 1.3 (75) DIZEL LS
2955,32,1014,CHEVROLET,AVEO HB 1.3 (75) DIZEL LT
2956,32,1015,CHEVROLET,AVEO HB 1.3 (95) DIZEL LTZ
2957,32,1016,CHEVROLET,AVEO SEDAN 1.3 (75) DIZEL LS
2958,32,1017,CHEVROLET,AVEO SEDAN 1.3 (75) DIZEL LT
2959,32,1018,CHEVROLET,AVEO SEDAN 1.3 (95) DIZEL LTZ
2960,32,1019,CHEVROLET,CRUZE HB 2.0 16V DIZEL (163) LT
2961,32,1020,CHEVROLET,CRUZE HB 2.0 16V DIZEL (163) LT OV
2962,32,1021,CHEVROLET,CRUZE HB 2.0 16V DIZEL (163) LTZ OV
2963,32,1022,CHEVROLET,CRUZE SEDAN 2.0 16V DIZEL (163)  LT
2964,32,1023,CHEVROLET,CRUZE SEDAN 2.0 16V DIZEL (163) LT OV
2965,32,1024,CHEVROLET,CRUZE SEDAN 2.0 16V DIZEL (163) LTZ OV
2966,32,1025,CHEVROLET,EPICA 2.0 DIZEL LT OV
2967,32,1026,CHEVROLET,AVEO CLASSIC HB 1.2 16V SE
2968,32,1027,CHEVROLET,AVEO CLASSIC HB 1.4 16V SE
2969,32,1028,CHEVROLET,AVEO CLASSIC HB 1.4 16V SE OV
2970,32,1029,CHEVROLET,AVEO CLASSIC SEDAN 1.2 16V S
2971,32,1030,CHEVROLET,AVEO CLASSIC SEDAN 1.2 16V SE
2972,32,1031,CHEVROLET,AVEO CLASSIC SEDAN 1.4 16V SE
2973,32,1032,CHEVROLET,AVEO CLASSIC SEDAN 1.4 16V SE OV
2974,32,1033,CHEVROLET,AVEO CLASSIC SEDAN 1.4 16V SX
2975,32,1034,CHEVROLET,CAPTIVA 2.0 16V (163) DIZEL LT OV
2976,32,1035,CHEVROLET,CAPTIVA 2.0 16V (163) DIZEL LTZ OV
2977,32,1036,CHEVROLET,CRUZE HB 1.6 16V SPORT
2978,32,1037,CHEVROLET,CRUZE HB 1.6 16V SPORT OV
2979,32,1038,CHEVROLET,CRUZE HB 1.4 16V TURBO 140 SPORT
2980,32,1039,CHEVROLET,CRUZE SEDAN 1.6 16V SPORT
2981,32,1040,CHEVROLET,CRUZE SEDAN 1.6 16V SPORT OV
2982,32,1041,CHEVROLET,CRUZE SW 1.4 16V TURBO 140 LT
2983,32,1042,CHEVROLET,AVEO HB 1.4 16V LTZ MYLINK
2984,32,1043,CHEVROLET,AVEO HB 1.4 16V LTZ OV MY LINK
2985,32,1044,CHEVROLET,AVEO HB 1.3 95 DIZEL LTZ MY LINK
2986,32,1045,CHEVROLET,AVEO SEDAN 1.4 16V LTZ MYLINK
2987,32,1046,CHEVROLET,AVEO SEDAN 1.4 16V LTZ OV MYLINK
2988,32,1047,CHEVROLET,AVEO SEDAN 1.3 95 DIZEL LTZ MYLINK
2989,32,1048,CHEVROLET,CRUZE HB 1.6 16V SPORT PLUS
2990,32,1049,CHEVROLET,CRUZE HB 1.6 16V SPORT PLUS OV
2991,32,1050,CHEVROLET,CRUZE HB 1.4 16V TURBO 140 SPORT PLUS
2992,32,1051,CHEVROLET,CRUZE SEDAN 1.6 16V SPORT PLUS
2993,32,1052,CHEVROLET,CRUZE SEDAN 1.6 16V SPORT PLUS OV
2994,32,1053,CHEVROLET,TRAX LS 1.6 4x2
2995,32,1054,CHEVROLET,TRAX LT 1.6 4x2
2996,32,1055,CHEVROLET,TRAX LT 1.4 (140) 4x4
2997,32,1056,CHEVROLET,SPARK 1.0 16V LS
2998,32,1057,CHEVROLET,SPARK 1.2 16V LTZ
2999,32,1058,CHEVROLET,CRUZE HB 1.4 (140) LTZ
3000,32,1059,CHEVROLET,CRUZE HB 1.4 (140) LTZ OV
3001,32,1060,CHEVROLET,TRAX LS 1.4 (140)
3002,32,1061,CHEVROLET,TRAX LT 1.4 (140) OV
3003,32,1062,CHEVROLET,CRUZE SEDAN 1.4 (140) SPORT
3004,32,1063,CHEVROLET,CRUZE SEDAN 1.4 (140) LTZ
3005,32,1064,CHEVROLET,CRUZE SEDAN 1.4 (140) LTZ OV
3006,32,1065,CHEVROLET,ORLANDO 2.0 DIZEL
3007,32,1066,CHEVROLET,CRUZE SEDAN 1.8 OV
3008,32,1067,CHEVROLET,CAPTIVA 2.2 DIZEL
3009,32,1501,CHEVROLET,CAMARO COUPE 6.2
3010,32,1502,CHEVROLET,CAMARO CONVERTIBLE 6.2
3011,32,1503,CHEVROLET,CAMARO COUPE 6.2 OV
3012,32,1504,CHEVROLET,CAMARO CONVERTIBLE 6.2 OV
3013,32,1505,CHEVROLET,CAMARO 2SS 6.2
3014,32,1507,CHEVROLET,SUBURBAN 6.0
3015,32,1508,CHEVROLET,CAMARO 3.6 CABRIO
3016,32,1510,CHEVROLET,CORVETTE C7 STINGRAY CABRIO
3017,32,1511,CHEVROLET,CORVETTE C7 STINGRAY COUPE
3018,32,1515,CHEVROLET,CORVETTE ZR1 6.2
3019,32,1516,CHEVROLET,SUBURBAN 5.3
3020,32,1517,CHEVROLET,CORVETTE Z06 6.2
3021,32,1519,CHEVROLET,CORVETTE Z06 7.0
3022,32,1520,CHEVROLET,CORVETTE COUPE 6.2
3023,32,1521,CHEVROLET,CORVETTE CONVERTIBLE 6.2
3024,32,1523,CHEVROLET,EXPRESS VAN 6.0
3025,32,1524,CHEVROLET,CORVETTE C7 COUPE 6.2
3026,32,1525,CHEVROLET,CAMARO COUPE 2.0 LT RS
3027,32,1529,CHEVROLET,CORVETTE GRAND SPORT 6.2
3028,32,1530,CHEVROLET,CAMARO CABRIO 2.0
3029,32,1531,CHEVROLET,CAPRICE LTZ 3.6
3030,32,1532,CHEVROLET,CAMARO ZL1 6.2 CONVERTIBLE
3031,32,1534,CHEVROLET,SILVERADO 1500 CREW CAB 3.0 DIZEL KAMYONET
3032,32,1535,CHEVROLET,CORVETTE C8 COUPE 6.2 V8
3033,32,1536,CHEVROLET,SILVERADO HIGH COUNTRY 3.0 DIZEL KAMYONET
3034,32,1537,CHEVROLET,SILVERADO 1500 LTZ 3.0 DIZEL
3035,32,1538,CHEVROLET,IMPALA 3.6 (305)
3036,32,1539,CHEVROLET,ORLANDO 1.8
3037,32,1540,CHEVROLET,TAHOE 5.3 (355)
3038,32,1541,CHEVROLET,AVALANCHE II 5.3 V8
3039,32,1542,CHEVROLET,MENLO 52.5 KW (150)
3040,32,1543,CHEVROLET,TAHOE 3.0
3041,32,1544,CHEVROLET,CAMARO 6.2
3042,32,1545,CHEVROLET,CORVETTE CONVERTIBLE STINGRAY 6.2 V8
3043,32,1546,CHEVROLET,TAHOE 3.0 RST
3044,32,1547,CHEVROLET,TRAILBLAZER RS 1.3 ECOTEC TURBO 1.3 (155) CVT
3045,32,1548,CHEVROLET,TAHOE 6.2
3046,32,1549,CHEVROLET,SILVERADO 1500 2.7
3047,32,1550,CHEVROLET,TRAILBLAZER 1.3 ECOTEC TURBO (156) CVT
3048,33,225,CHRYSLER,JEEP  GRAND CHEROKEE LTD 4.7
3049,33,230,CHRYSLER,PT CRUISER 2.0
3050,33,233,CHRYSLER,JEEP G.CHEROKEE OVERLAND 4.7
3051,33,234,CHRYSLER,JEEP G.CHEROKEE LIMITED 2.7 CRD
3052,33,235,CHRYSLER,JEEP CHEROKEE LIMITED 3.7
3053,33,238,CHRYSLER,JEEP CHEROKEE SPORT 2.4
3054,33,239,CHRYSLER,JEEP CHEROKEE RENEGADE 3.7
3055,33,240,CHRYSLER,JEEP CHEROKEE LIMITED 2.8 CRD
3056,33,245,CHRYSLER,CROSSFIRE 3.2
3057,33,254,CHRYSLER,PT CRUISER CABRIO 2.4 GT
